canton,sex,age,count
CH,Male,1,43971
CH,Male,2,45122
CH,Male,3,45147
CH,Male,4,44750
CH,Male,5,43903
CH,Male,6,44364
CH,Male,7,43770
CH,Male,8,44012
CH,Male,9,43649
CH,Male,10,43481
CH,Male,11,42417
CH,Male,12,42192
CH,Male,13,42036
CH,Male,14,41726
CH,Male,15,41221
CH,Male,16,42139
CH,Male,17,42505
CH,Male,18,45577
CH,Male,19,45811
CH,Male,20,47278
CH,Male,21,48512
CH,Male,22,49384
CH,Male,23,49648
CH,Male,24,51091
CH,Male,25,52804
CH,Male,26,55400
CH,Male,27,57207
CH,Male,28,58634
CH,Male,29,58751
CH,Male,30,60374
CH,Male,31,59635
CH,Male,32,60388
CH,Male,33,60519
CH,Male,34,61249
CH,Male,35,60814
CH,Male,36,61828
CH,Male,37,61448
CH,Male,38,61685
CH,Male,39,59470
CH,Male,40,58883
CH,Male,41,58801
CH,Male,42,57902
CH,Male,43,57734
CH,Male,44,59169
CH,Male,45,59200
CH,Male,46,61245
CH,Male,47,62637
CH,Male,48,63576
CH,Male,49,64991
CH,Male,50,66238
CH,Male,51,66961
CH,Male,52,68392
CH,Male,53,68652
CH,Male,54,69525
CH,Male,55,66968
CH,Male,56,64252
CH,Male,57,61489
CH,Male,58,59713
CH,Male,59,57460
CH,Male,60,55318
CH,Male,61,53370
CH,Male,62,51601
CH,Male,63,48739
CH,Male,64,46449
CH,Male,65,44271
CH,Male,66,43203
CH,Male,67,41031
CH,Male,68,41845
CH,Male,69,40691
CH,Male,70,40631
CH,Male,71,39793
CH,Male,72,39228
CH,Male,73,37329
CH,Male,74,35854
CH,Male,75,33867
CH,Male,76,31821
CH,Male,77,28671
CH,Male,78,25369
CH,Male,79,24119
CH,Male,80,22555
CH,Male,81,20886
CH,Male,82,19637
CH,Male,83,18413
CH,Male,84,16761
CH,Male,85,14721
CH,Male,86,13466
CH,Male,87,11738
CH,Male,88,10121
CH,Male,89,8467
CH,Male,90,7007
CH,Male,91,5578
CH,Male,92,4508
CH,Male,93,3487
CH,Male,94,2568
CH,Male,95,1948
CH,Male,96,1324
CH,Male,97,960
CH,Male,98,599
CH,Male,99,790
CH,Female,1,41640
CH,Female,2,43084
CH,Female,3,42394
CH,Female,4,42320
CH,Female,5,41412
CH,Female,6,41534
CH,Female,7,41316
CH,Female,8,42223
CH,Female,9,41279
CH,Female,10,40856
CH,Female,11,40350
CH,Female,12,39834
CH,Female,13,39693
CH,Female,14,40019
CH,Female,15,39340
CH,Female,16,39666
CH,Female,17,39772
CH,Female,18,42267
CH,Female,19,42631
CH,Female,20,43793
CH,Female,21,44935
CH,Female,22,46578
CH,Female,23,47093
CH,Female,24,48342
CH,Female,25,50322
CH,Female,26,53720
CH,Female,27,55137
CH,Female,28,57030
CH,Female,29,57454
CH,Female,30,59110
CH,Female,31,58232
CH,Female,32,59415
CH,Female,33,59610
CH,Female,34,59839
CH,Female,35,59194
CH,Female,36,60639
CH,Female,37,60082
CH,Female,38,60118
CH,Female,39,58686
CH,Female,40,57888
CH,Female,41,57776
CH,Female,42,57608
CH,Female,43,57179
CH,Female,44,58120
CH,Female,45,58682
CH,Female,46,59900
CH,Female,47,62130
CH,Female,48,62736
CH,Female,49,64499
CH,Female,50,65644
CH,Female,51,66024
CH,Female,52,66900
CH,Female,53,66537
CH,Female,54,67625
CH,Female,55,65512
CH,Female,56,62746
CH,Female,57,60756
CH,Female,58,58873
CH,Female,59,56966
CH,Female,60,54314
CH,Female,61,52971
CH,Female,62,50952
CH,Female,63,49056
CH,Female,64,47838
CH,Female,65,46126
CH,Female,66,45576
CH,Female,67,43684
CH,Female,68,44636
CH,Female,69,43873
CH,Female,70,44322
CH,Female,71,43437
CH,Female,72,43149
CH,Female,73,40767
CH,Female,74,40194
CH,Female,75,38743
CH,Female,76,36533
CH,Female,77,34279
CH,Female,78,31604
CH,Female,79,30300
CH,Female,80,28925
CH,Female,81,27284
CH,Female,82,26753
CH,Female,83,25745
CH,Female,84,24288
CH,Female,85,22709
CH,Female,86,21258
CH,Female,87,19500
CH,Female,88,18320
CH,Female,89,16009
CH,Female,90,14011
CH,Female,91,11948
CH,Female,92,10291
CH,Female,93,8641
CH,Female,94,6979
CH,Female,95,5339
CH,Female,96,3970
CH,Female,97,3038
CH,Female,98,2029
CH,Female,99,3245
ZH,Male,1,8618
ZH,Male,2,8635
ZH,Male,3,8662
ZH,Male,4,8434
ZH,Male,5,8097
ZH,Male,6,8060
ZH,Male,7,7928
ZH,Male,8,7868
ZH,Male,9,7749
ZH,Male,10,7653
ZH,Male,11,7526
ZH,Male,12,7169
ZH,Male,13,7160
ZH,Male,14,7044
ZH,Male,15,6866
ZH,Male,16,6957
ZH,Male,17,6706
ZH,Male,18,7264
ZH,Male,19,7254
ZH,Male,20,7431
ZH,Male,21,7640
ZH,Male,22,7746
ZH,Male,23,8035
ZH,Male,24,8239
ZH,Male,25,8829
ZH,Male,26,9611
ZH,Male,27,10256
ZH,Male,28,11064
ZH,Male,29,11454
ZH,Male,30,11935
ZH,Male,31,12220
ZH,Male,32,12434
ZH,Male,33,12528
ZH,Male,34,12543
ZH,Male,35,12486
ZH,Male,36,12691
ZH,Male,37,12737
ZH,Male,38,12848
ZH,Male,39,12291
ZH,Male,40,12046
ZH,Male,41,11739
ZH,Male,42,11531
ZH,Male,43,11467
ZH,Male,44,11394
ZH,Male,45,11251
ZH,Male,46,11354
ZH,Male,47,11556
ZH,Male,48,11863
ZH,Male,49,11973
ZH,Male,50,11966
ZH,Male,51,12038
ZH,Male,52,12020
ZH,Male,53,11939
ZH,Male,54,12022
ZH,Male,55,11508
ZH,Male,56,10734
ZH,Male,57,10382
ZH,Male,58,9749
ZH,Male,59,9302
ZH,Male,60,8846
ZH,Male,61,8483
ZH,Male,62,8205
ZH,Male,63,7674
ZH,Male,64,7410
ZH,Male,65,6898
ZH,Male,66,6917
ZH,Male,67,6388
ZH,Male,68,6686
ZH,Male,69,6238
ZH,Male,70,6298
ZH,Male,71,6343
ZH,Male,72,6283
ZH,Male,73,6086
ZH,Male,74,5912
ZH,Male,75,5642
ZH,Male,76,5303
ZH,Male,77,4874
ZH,Male,78,4214
ZH,Male,79,4044
ZH,Male,80,3696
ZH,Male,81,3393
ZH,Male,82,3342
ZH,Male,83,3037
ZH,Male,84,2920
ZH,Male,85,2472
ZH,Male,86,2251
ZH,Male,87,1937
ZH,Male,88,1736
ZH,Male,89,1432
ZH,Male,90,1149
ZH,Male,91,994
ZH,Male,92,720
ZH,Male,93,599
ZH,Male,94,434
ZH,Male,95,307
ZH,Male,96,219
ZH,Male,97,166
ZH,Male,98,101
ZH,Male,99,125
ZH,Female,1,8008
ZH,Female,2,8262
ZH,Female,3,7987
ZH,Female,4,8114
ZH,Female,5,7683
ZH,Female,6,7586
ZH,Female,7,7510
ZH,Female,8,7468
ZH,Female,9,7338
ZH,Female,10,7133
ZH,Female,11,6905
ZH,Female,12,6929
ZH,Female,13,6693
ZH,Female,14,6725
ZH,Female,15,6511
ZH,Female,16,6547
ZH,Female,17,6363
ZH,Female,18,6728
ZH,Female,19,6519
ZH,Female,20,6764
ZH,Female,21,6954
ZH,Female,22,7273
ZH,Female,23,7371
ZH,Female,24,8034
ZH,Female,25,8525
ZH,Female,26,9307
ZH,Female,27,10137
ZH,Female,28,10990
ZH,Female,29,11305
ZH,Female,30,11883
ZH,Female,31,12052
ZH,Female,32,12172
ZH,Female,33,12339
ZH,Female,34,12566
ZH,Female,35,12114
ZH,Female,36,12434
ZH,Female,37,12252
ZH,Female,38,12351
ZH,Female,39,11967
ZH,Female,40,11736
ZH,Female,41,11269
ZH,Female,42,11286
ZH,Female,43,10904
ZH,Female,44,10866
ZH,Female,45,10663
ZH,Female,46,10669
ZH,Female,47,11189
ZH,Female,48,11055
ZH,Female,49,11279
ZH,Female,50,11436
ZH,Female,51,11396
ZH,Female,52,11551
ZH,Female,53,11313
ZH,Female,54,11238
ZH,Female,55,10952
ZH,Female,56,10404
ZH,Female,57,9983
ZH,Female,58,9676
ZH,Female,59,9216
ZH,Female,60,8795
ZH,Female,61,8583
ZH,Female,62,8295
ZH,Female,63,8099
ZH,Female,64,7763
ZH,Female,65,7542
ZH,Female,66,7577
ZH,Female,67,7189
ZH,Female,68,7211
ZH,Female,69,7181
ZH,Female,70,7186
ZH,Female,71,7082
ZH,Female,72,7045
ZH,Female,73,6789
ZH,Female,74,6775
ZH,Female,75,6570
ZH,Female,76,6139
ZH,Female,77,5837
ZH,Female,78,5424
ZH,Female,79,5100
ZH,Female,80,5000
ZH,Female,81,4545
ZH,Female,82,4573
ZH,Female,83,4430
ZH,Female,84,4024
ZH,Female,85,3741
ZH,Female,86,3436
ZH,Female,87,3270
ZH,Female,88,3065
ZH,Female,89,2704
ZH,Female,90,2292
ZH,Female,91,1977
ZH,Female,92,1701
ZH,Female,93,1385
ZH,Female,94,1100
ZH,Female,95,850
ZH,Female,96,630
ZH,Female,97,477
ZH,Female,98,337
ZH,Female,99,471
BE,Male,1,5057
BE,Male,2,5288
BE,Male,3,5306
BE,Male,4,5165
BE,Male,5,5091
BE,Male,6,5175
BE,Male,7,4986
BE,Male,8,5179
BE,Male,9,5036
BE,Male,10,5020
BE,Male,11,4848
BE,Male,12,4847
BE,Male,13,4771
BE,Male,14,4774
BE,Male,15,4740
BE,Male,16,4809
BE,Male,17,4913
BE,Male,18,5222
BE,Male,19,5216
BE,Male,20,5378
BE,Male,21,5559
BE,Male,22,5767
BE,Male,23,5682
BE,Male,24,5858
BE,Male,25,6168
BE,Male,26,6338
BE,Male,27,6677
BE,Male,28,6706
BE,Male,29,6676
BE,Male,30,6993
BE,Male,31,6770
BE,Male,32,6873
BE,Male,33,6795
BE,Male,34,7054
BE,Male,35,6945
BE,Male,36,7054
BE,Male,37,7110
BE,Male,38,7005
BE,Male,39,6736
BE,Male,40,6710
BE,Male,41,6755
BE,Male,42,6572
BE,Male,43,6520
BE,Male,44,6726
BE,Male,45,6808
BE,Male,46,7060
BE,Male,47,7404
BE,Male,48,7514
BE,Male,49,7607
BE,Male,50,7885
BE,Male,51,7939
BE,Male,52,8007
BE,Male,53,8147
BE,Male,54,8204
BE,Male,55,8111
BE,Male,56,7837
BE,Male,57,7475
BE,Male,58,7377
BE,Male,59,7102
BE,Male,60,6996
BE,Male,61,6711
BE,Male,62,6801
BE,Male,63,6388
BE,Male,64,5983
BE,Male,65,5902
BE,Male,66,5857
BE,Male,67,5582
BE,Male,68,5749
BE,Male,69,5583
BE,Male,70,5688
BE,Male,71,5570
BE,Male,72,5487
BE,Male,73,5110
BE,Male,74,4952
BE,Male,75,4440
BE,Male,76,4481
BE,Male,77,3798
BE,Male,78,3324
BE,Male,79,3149
BE,Male,80,2965
BE,Male,81,2793
BE,Male,82,2656
BE,Male,83,2381
BE,Male,84,2188
BE,Male,85,2000
BE,Male,86,1842
BE,Male,87,1574
BE,Male,88,1318
BE,Male,89,1227
BE,Male,90,982
BE,Male,91,770
BE,Male,92,637
BE,Male,93,527
BE,Male,94,376
BE,Male,95,266
BE,Male,96,185
BE,Male,97,132
BE,Male,98,87
BE,Male,99,107
BE,Female,1,4885
BE,Female,2,4882
BE,Female,3,4938
BE,Female,4,4831
BE,Female,5,4832
BE,Female,6,4937
BE,Female,7,4884
BE,Female,8,4881
BE,Female,9,4774
BE,Female,10,4815
BE,Female,11,4747
BE,Female,12,4502
BE,Female,13,4633
BE,Female,14,4651
BE,Female,15,4552
BE,Female,16,4474
BE,Female,17,4546
BE,Female,18,4848
BE,Female,19,4950
BE,Female,20,5081
BE,Female,21,5209
BE,Female,22,5425
BE,Female,23,5605
BE,Female,24,5735
BE,Female,25,5780
BE,Female,26,6336
BE,Female,27,6421
BE,Female,28,6718
BE,Female,29,6769
BE,Female,30,7015
BE,Female,31,6766
BE,Female,32,6802
BE,Female,33,7013
BE,Female,34,6982
BE,Female,35,6996
BE,Female,36,7123
BE,Female,37,7077
BE,Female,38,7043
BE,Female,39,6855
BE,Female,40,6631
BE,Female,41,6651
BE,Female,42,6582
BE,Female,43,6496
BE,Female,44,6655
BE,Female,45,6702
BE,Female,46,7045
BE,Female,47,7190
BE,Female,48,7497
BE,Female,49,7843
BE,Female,50,7964
BE,Female,51,7973
BE,Female,52,8000
BE,Female,53,7963
BE,Female,54,8166
BE,Female,55,8144
BE,Female,56,7765
BE,Female,57,7756
BE,Female,58,7431
BE,Female,59,7239
BE,Female,60,7070
BE,Female,61,6927
BE,Female,62,6770
BE,Female,63,6510
BE,Female,64,6438
BE,Female,65,6283
BE,Female,66,5974
BE,Female,67,5911
BE,Female,68,6124
BE,Female,69,6008
BE,Female,70,6161
BE,Female,71,5991
BE,Female,72,6047
BE,Female,73,5707
BE,Female,74,5483
BE,Female,75,5229
BE,Female,76,4950
BE,Female,77,4652
BE,Female,78,4082
BE,Female,79,4113
BE,Female,80,3801
BE,Female,81,3730
BE,Female,82,3719
BE,Female,83,3456
BE,Female,84,3348
BE,Female,85,3215
BE,Female,86,2990
BE,Female,87,2749
BE,Female,88,2556
BE,Female,89,2228
BE,Female,90,2004
BE,Female,91,1780
BE,Female,92,1488
BE,Female,93,1253
BE,Female,94,983
BE,Female,95,771
BE,Female,96,550
BE,Female,97,438
BE,Female,98,269
BE,Female,99,451
LU,Male,1,2242
LU,Male,2,2199
LU,Male,3,2142
LU,Male,4,2231
LU,Male,5,2154
LU,Male,6,2215
LU,Male,7,2167
LU,Male,8,2099
LU,Male,9,2190
LU,Male,10,2203
LU,Male,11,2069
LU,Male,12,2035
LU,Male,13,2015
LU,Male,14,1992
LU,Male,15,1933
LU,Male,16,2049
LU,Male,17,2030
LU,Male,18,2152
LU,Male,19,2351
LU,Male,20,2294
LU,Male,21,2604
LU,Male,22,2606
LU,Male,23,2642
LU,Male,24,2652
LU,Male,25,2761
LU,Male,26,2861
LU,Male,27,2898
LU,Male,28,3041
LU,Male,29,2898
LU,Male,30,3051
LU,Male,31,2897
LU,Male,32,2979
LU,Male,33,2948
LU,Male,34,3041
LU,Male,35,2975
LU,Male,36,3032
LU,Male,37,2785
LU,Male,38,2856
LU,Male,39,2702
LU,Male,40,2771
LU,Male,41,2826
LU,Male,42,2709
LU,Male,43,2649
LU,Male,44,2610
LU,Male,45,2670
LU,Male,46,2866
LU,Male,47,2927
LU,Male,48,2971
LU,Male,49,3088
LU,Male,50,3046
LU,Male,51,3207
LU,Male,52,3177
LU,Male,53,3251
LU,Male,54,3469
LU,Male,55,3248
LU,Male,56,3095
LU,Male,57,2959
LU,Male,58,2931
LU,Male,59,2722
LU,Male,60,2752
LU,Male,61,2630
LU,Male,62,2543
LU,Male,63,2394
LU,Male,64,2165
LU,Male,65,2075
LU,Male,66,2071
LU,Male,67,1941
LU,Male,68,1977
LU,Male,69,1949
LU,Male,70,1920
LU,Male,71,1712
LU,Male,72,1725
LU,Male,73,1668
LU,Male,74,1625
LU,Male,75,1512
LU,Male,76,1309
LU,Male,77,1290
LU,Male,78,1214
LU,Male,79,1129
LU,Male,80,1074
LU,Male,81,1013
LU,Male,82,942
LU,Male,83,870
LU,Male,84,776
LU,Male,85,715
LU,Male,86,654
LU,Male,87,577
LU,Male,88,476
LU,Male,89,395
LU,Male,90,305
LU,Male,91,261
LU,Male,92,193
LU,Male,93,143
LU,Male,94,107
LU,Male,95,85
LU,Male,96,63
LU,Male,97,37
LU,Male,98,26
LU,Male,99,38
LU,Female,1,2089
LU,Female,2,2081
LU,Female,3,2088
LU,Female,4,1987
LU,Female,5,2011
LU,Female,6,2019
LU,Female,7,2067
LU,Female,8,2096
LU,Female,9,1961
LU,Female,10,1979
LU,Female,11,1979
LU,Female,12,1997
LU,Female,13,1842
LU,Female,14,1926
LU,Female,15,1826
LU,Female,16,1888
LU,Female,17,1829
LU,Female,18,2009
LU,Female,19,2162
LU,Female,20,2270
LU,Female,21,2307
LU,Female,22,2560
LU,Female,23,2497
LU,Female,24,2511
LU,Female,25,2675
LU,Female,26,2839
LU,Female,27,2883
LU,Female,28,3033
LU,Female,29,2905
LU,Female,30,2928
LU,Female,31,2920
LU,Female,32,2911
LU,Female,33,2832
LU,Female,34,2826
LU,Female,35,2789
LU,Female,36,2945
LU,Female,37,2727
LU,Female,38,2797
LU,Female,39,2720
LU,Female,40,2771
LU,Female,41,2606
LU,Female,42,2610
LU,Female,43,2656
LU,Female,44,2561
LU,Female,45,2654
LU,Female,46,2822
LU,Female,47,2861
LU,Female,48,2877
LU,Female,49,3124
LU,Female,50,3178
LU,Female,51,3140
LU,Female,52,3226
LU,Female,53,3180
LU,Female,54,3227
LU,Female,55,3132
LU,Female,56,3028
LU,Female,57,2935
LU,Female,58,2831
LU,Female,59,2782
LU,Female,60,2600
LU,Female,61,2554
LU,Female,62,2314
LU,Female,63,2238
LU,Female,64,2321
LU,Female,65,2083
LU,Female,66,2149
LU,Female,67,1992
LU,Female,68,2028
LU,Female,69,1977
LU,Female,70,1954
LU,Female,71,1887
LU,Female,72,1830
LU,Female,73,1784
LU,Female,74,1711
LU,Female,75,1656
LU,Female,76,1652
LU,Female,77,1538
LU,Female,78,1524
LU,Female,79,1404
LU,Female,80,1335
LU,Female,81,1281
LU,Female,82,1296
LU,Female,83,1257
LU,Female,84,1153
LU,Female,85,1114
LU,Female,86,984
LU,Female,87,924
LU,Female,88,840
LU,Female,89,715
LU,Female,90,667
LU,Female,91,526
LU,Female,92,393
LU,Female,93,364
LU,Female,94,306
LU,Female,95,221
LU,Female,96,153
LU,Female,97,128
LU,Female,98,73
LU,Female,99,134
UR,Male,1,190
UR,Male,2,166
UR,Male,3,169
UR,Male,4,163
UR,Male,5,179
UR,Male,6,203
UR,Male,7,179
UR,Male,8,201
UR,Male,9,199
UR,Male,10,194
UR,Male,11,178
UR,Male,12,207
UR,Male,13,197
UR,Male,14,180
UR,Male,15,187
UR,Male,16,193
UR,Male,17,217
UR,Male,18,226
UR,Male,19,203
UR,Male,20,230
UR,Male,21,239
UR,Male,22,204
UR,Male,23,228
UR,Male,24,232
UR,Male,25,230
UR,Male,26,237
UR,Male,27,226
UR,Male,28,272
UR,Male,29,245
UR,Male,30,212
UR,Male,31,232
UR,Male,32,252
UR,Male,33,217
UR,Male,34,248
UR,Male,35,209
UR,Male,36,226
UR,Male,37,214
UR,Male,38,236
UR,Male,39,232
UR,Male,40,221
UR,Male,41,229
UR,Male,42,236
UR,Male,43,232
UR,Male,44,246
UR,Male,45,271
UR,Male,46,249
UR,Male,47,250
UR,Male,48,266
UR,Male,49,282
UR,Male,50,281
UR,Male,51,283
UR,Male,52,301
UR,Male,53,297
UR,Male,54,318
UR,Male,55,291
UR,Male,56,263
UR,Male,57,269
UR,Male,58,272
UR,Male,59,269
UR,Male,60,271
UR,Male,61,244
UR,Male,62,262
UR,Male,63,226
UR,Male,64,249
UR,Male,65,237
UR,Male,66,252
UR,Male,67,209
UR,Male,68,224
UR,Male,69,209
UR,Male,70,218
UR,Male,71,178
UR,Male,72,189
UR,Male,73,179
UR,Male,74,187
UR,Male,75,153
UR,Male,76,167
UR,Male,77,129
UR,Male,78,125
UR,Male,79,111
UR,Male,80,121
UR,Male,81,101
UR,Male,82,81
UR,Male,83,93
UR,Male,84,74
UR,Male,85,64
UR,Male,86,74
UR,Male,87,58
UR,Male,88,55
UR,Male,89,42
UR,Male,90,35
UR,Male,91,32
UR,Male,92,26
UR,Male,93,17
UR,Male,94,18
UR,Male,95,8
UR,Male,96,12
UR,Male,97,7
UR,Male,98,1
UR,Male,99,6
UR,Female,1,164
UR,Female,2,174
UR,Female,3,178
UR,Female,4,175
UR,Female,5,159
UR,Female,6,181
UR,Female,7,160
UR,Female,8,182
UR,Female,9,174
UR,Female,10,161
UR,Female,11,169
UR,Female,12,171
UR,Female,13,163
UR,Female,14,190
UR,Female,15,170
UR,Female,16,196
UR,Female,17,158
UR,Female,18,191
UR,Female,19,190
UR,Female,20,192
UR,Female,21,201
UR,Female,22,226
UR,Female,23,200
UR,Female,24,218
UR,Female,25,225
UR,Female,26,227
UR,Female,27,237
UR,Female,28,216
UR,Female,29,206
UR,Female,30,213
UR,Female,31,228
UR,Female,32,225
UR,Female,33,220
UR,Female,34,222
UR,Female,35,194
UR,Female,36,203
UR,Female,37,194
UR,Female,38,226
UR,Female,39,211
UR,Female,40,219
UR,Female,41,226
UR,Female,42,212
UR,Female,43,208
UR,Female,44,248
UR,Female,45,222
UR,Female,46,249
UR,Female,47,245
UR,Female,48,260
UR,Female,49,259
UR,Female,50,276
UR,Female,51,237
UR,Female,52,277
UR,Female,53,269
UR,Female,54,280
UR,Female,55,257
UR,Female,56,288
UR,Female,57,237
UR,Female,58,252
UR,Female,59,253
UR,Female,60,265
UR,Female,61,235
UR,Female,62,253
UR,Female,63,223
UR,Female,64,202
UR,Female,65,206
UR,Female,66,223
UR,Female,67,206
UR,Female,68,202
UR,Female,69,181
UR,Female,70,188
UR,Female,71,192
UR,Female,72,182
UR,Female,73,216
UR,Female,74,174
UR,Female,75,187
UR,Female,76,166
UR,Female,77,152
UR,Female,78,147
UR,Female,79,122
UR,Female,80,140
UR,Female,81,119
UR,Female,82,106
UR,Female,83,113
UR,Female,84,94
UR,Female,85,104
UR,Female,86,107
UR,Female,87,74
UR,Female,88,86
UR,Female,89,70
UR,Female,90,46
UR,Female,91,31
UR,Female,92,52
UR,Female,93,45
UR,Female,94,30
UR,Female,95,27
UR,Female,96,17
UR,Female,97,11
UR,Female,98,4
UR,Female,99,15
SZ,Male,1,762
SZ,Male,2,802
SZ,Male,3,810
SZ,Male,4,798
SZ,Male,5,752
SZ,Male,6,826
SZ,Male,7,728
SZ,Male,8,763
SZ,Male,9,757
SZ,Male,10,827
SZ,Male,11,759
SZ,Male,12,759
SZ,Male,13,788
SZ,Male,14,803
SZ,Male,15,749
SZ,Male,16,766
SZ,Male,17,779
SZ,Male,18,861
SZ,Male,19,856
SZ,Male,20,874
SZ,Male,21,877
SZ,Male,22,909
SZ,Male,23,947
SZ,Male,24,949
SZ,Male,25,1003
SZ,Male,26,996
SZ,Male,27,1053
SZ,Male,28,1026
SZ,Male,29,998
SZ,Male,30,999
SZ,Male,31,1066
SZ,Male,32,1073
SZ,Male,33,1113
SZ,Male,34,1020
SZ,Male,35,1075
SZ,Male,36,1110
SZ,Male,37,1104
SZ,Male,38,1120
SZ,Male,39,1115
SZ,Male,40,1117
SZ,Male,41,1032
SZ,Male,42,1087
SZ,Male,43,1104
SZ,Male,44,1174
SZ,Male,45,1147
SZ,Male,46,1193
SZ,Male,47,1295
SZ,Male,48,1275
SZ,Male,49,1318
SZ,Male,50,1382
SZ,Male,51,1445
SZ,Male,52,1475
SZ,Male,53,1525
SZ,Male,54,1508
SZ,Male,55,1385
SZ,Male,56,1434
SZ,Male,57,1324
SZ,Male,58,1255
SZ,Male,59,1234
SZ,Male,60,1245
SZ,Male,61,1167
SZ,Male,62,1053
SZ,Male,63,982
SZ,Male,64,1018
SZ,Male,65,944
SZ,Male,66,873
SZ,Male,67,840
SZ,Male,68,874
SZ,Male,69,817
SZ,Male,70,825
SZ,Male,71,780
SZ,Male,72,780
SZ,Male,73,702
SZ,Male,74,677
SZ,Male,75,651
SZ,Male,76,566
SZ,Male,77,547
SZ,Male,78,486
SZ,Male,79,425
SZ,Male,80,405
SZ,Male,81,408
SZ,Male,82,349
SZ,Male,83,329
SZ,Male,84,317
SZ,Male,85,258
SZ,Male,86,253
SZ,Male,87,195
SZ,Male,88,181
SZ,Male,89,146
SZ,Male,90,113
SZ,Male,91,88
SZ,Male,92,67
SZ,Male,93,59
SZ,Male,94,28
SZ,Male,95,27
SZ,Male,96,24
SZ,Male,97,16
SZ,Male,98,12
SZ,Male,99,10
SZ,Female,1,741
SZ,Female,2,774
SZ,Female,3,800
SZ,Female,4,698
SZ,Female,5,767
SZ,Female,6,779
SZ,Female,7,723
SZ,Female,8,727
SZ,Female,9,766
SZ,Female,10,751
SZ,Female,11,711
SZ,Female,12,719
SZ,Female,13,718
SZ,Female,14,696
SZ,Female,15,731
SZ,Female,16,739
SZ,Female,17,707
SZ,Female,18,808
SZ,Female,19,778
SZ,Female,20,793
SZ,Female,21,881
SZ,Female,22,906
SZ,Female,23,882
SZ,Female,24,881
SZ,Female,25,905
SZ,Female,26,882
SZ,Female,27,927
SZ,Female,28,933
SZ,Female,29,986
SZ,Female,30,991
SZ,Female,31,949
SZ,Female,32,976
SZ,Female,33,982
SZ,Female,34,1038
SZ,Female,35,994
SZ,Female,36,1039
SZ,Female,37,1012
SZ,Female,38,1041
SZ,Female,39,1082
SZ,Female,40,974
SZ,Female,41,1032
SZ,Female,42,1032
SZ,Female,43,1020
SZ,Female,44,1047
SZ,Female,45,1118
SZ,Female,46,1134
SZ,Female,47,1178
SZ,Female,48,1158
SZ,Female,49,1264
SZ,Female,50,1198
SZ,Female,51,1367
SZ,Female,52,1308
SZ,Female,53,1290
SZ,Female,54,1342
SZ,Female,55,1311
SZ,Female,56,1242
SZ,Female,57,1222
SZ,Female,58,1126
SZ,Female,59,1097
SZ,Female,60,1026
SZ,Female,61,1038
SZ,Female,62,931
SZ,Female,63,963
SZ,Female,64,853
SZ,Female,65,882
SZ,Female,66,813
SZ,Female,67,787
SZ,Female,68,842
SZ,Female,69,801
SZ,Female,70,799
SZ,Female,71,724
SZ,Female,72,742
SZ,Female,73,687
SZ,Female,74,618
SZ,Female,75,646
SZ,Female,76,575
SZ,Female,77,592
SZ,Female,78,495
SZ,Female,79,495
SZ,Female,80,452
SZ,Female,81,442
SZ,Female,82,445
SZ,Female,83,428
SZ,Female,84,425
SZ,Female,85,400
SZ,Female,86,357
SZ,Female,87,289
SZ,Female,88,258
SZ,Female,89,236
SZ,Female,90,232
SZ,Female,91,184
SZ,Female,92,142
SZ,Female,93,103
SZ,Female,94,100
SZ,Female,95,71
SZ,Female,96,37
SZ,Female,97,28
SZ,Female,98,35
SZ,Female,99,37
OW,Male,1,192
OW,Male,2,199
OW,Male,3,181
OW,Male,4,196
OW,Male,5,186
OW,Male,6,188
OW,Male,7,215
OW,Male,8,197
OW,Male,9,207
OW,Male,10,180
OW,Male,11,212
OW,Male,12,185
OW,Male,13,167
OW,Male,14,191
OW,Male,15,178
OW,Male,16,185
OW,Male,17,178
OW,Male,18,221
OW,Male,19,208
OW,Male,20,220
OW,Male,21,231
OW,Male,22,212
OW,Male,23,228
OW,Male,24,233
OW,Male,25,237
OW,Male,26,249
OW,Male,27,237
OW,Male,28,254
OW,Male,29,253
OW,Male,30,255
OW,Male,31,232
OW,Male,32,243
OW,Male,33,274
OW,Male,34,237
OW,Male,35,205
OW,Male,36,221
OW,Male,37,253
OW,Male,38,268
OW,Male,39,244
OW,Male,40,238
OW,Male,41,231
OW,Male,42,251
OW,Male,43,268
OW,Male,44,240
OW,Male,45,242
OW,Male,46,283
OW,Male,47,290
OW,Male,48,274
OW,Male,49,279
OW,Male,50,317
OW,Male,51,307
OW,Male,52,364
OW,Male,53,356
OW,Male,54,310
OW,Male,55,323
OW,Male,56,289
OW,Male,57,305
OW,Male,58,311
OW,Male,59,293
OW,Male,60,259
OW,Male,61,276
OW,Male,62,259
OW,Male,63,253
OW,Male,64,252
OW,Male,65,226
OW,Male,66,209
OW,Male,67,221
OW,Male,68,225
OW,Male,69,194
OW,Male,70,212
OW,Male,71,189
OW,Male,72,197
OW,Male,73,192
OW,Male,74,151
OW,Male,75,164
OW,Male,76,132
OW,Male,77,132
OW,Male,78,119
OW,Male,79,130
OW,Male,80,108
OW,Male,81,96
OW,Male,82,80
OW,Male,83,71
OW,Male,84,86
OW,Male,85,67
OW,Male,86,49
OW,Male,87,65
OW,Male,88,35
OW,Male,89,39
OW,Male,90,26
OW,Male,91,25
OW,Male,92,20
