canton,sex,age,count
JU,Female,88,191
JU,Female,89,149
JU,Female,90,145
JU,Female,91,141
JU,Female,92,118
JU,Female,93,89
JU,Female,94,64
JU,Female,95,60
JU,Female,96,49
JU,Female,97,26
JU,Female,98,22
JU,Female,99,46
