index,canton,sex,age,count,percentage,cases,fatalities,cases_pp,fatalities_pp
3959,AG,Female,99,151,0.0004523531350169258,0,0,0.0,0.0
3762,AG,Male,1,3546,0.01051670037784197,1,0,0.0002820078962210942,0.0
3763,AG,Male,2,3639,0.010792519084875052,0,0,0.0,0.0
3764,AG,Male,3,3601,0.010679818968022824,0,0,0.0,0.0
3765,AG,Male,4,3704,0.010985295600543333,0,0,0.0,0.0
3766,AG,Male,5,3595,0.010662024212730367,0,0,0.0,0.0
3767,AG,Male,6,3660,0.01085480072839865,1,0,0.000273224043715847,0.0
3768,AG,Male,7,3640,0.010795484877423794,0,0,0.0,0.0
3769,AG,Male,8,3576,0.010605674154304254,0,0,0.0,0.0
3770,AG,Male,9,3440,0.010202326367675233,1,0,0.00029069767441860465,0.0
3771,AG,Male,10,3542,0.010504837207647,0,0,0.0,0.0
3772,AG,Male,11,3311,0.009819739128887412,0,0,0.0,0.0
3773,AG,Male,12,3388,0.010048105155140609,0,0,0.0,0.0
3774,AG,Male,13,3458,0.010255710633552604,0,0,0.0,0.0
3775,AG,Male,14,3423,0.010151907894346605,0,0,0.0,0.0
3776,AG,Male,15,3395,0.010068865702981808,1,0,0.0002945508100147275,0.0
3777,AG,Male,16,3332,0.009882020772411012,2,0,0.0006002400960384153,0.0
